Sex_I,Sex_M,Sex_F,Length,Diameter,Height,Weight,Age,Shucked Weight,Viscera Weight
0,1,0,1.775,1.35,0.4125,55.5366705,18.0,21.72989175,7.3992195
1,0,0,0.7125,0.5625,0.175,2.84912475,7.0,1.20485375,0.52446575
1,0,0,1.025,0.775,0.225,9.45455825,6.0,4.63514325,1.7293195
0,1,0,1.5,1.1875,0.375,30.8726055,11.0,14.72756525,6.3219385
1,0,0,1.1875,0.8875,0.3125,13.79203175,9.0,6.10931725,3.13261975
1,0,0,1.0125,0.7625,0.25,7.6827145,7.0,2.73572675,1.7293195
0,0,1,1.825,1.375,0.5125,54.090846,14.0,15.35125425,10.10659675
1,0,0,1.375,1.0625,0.375,18.1153305,9.0,7.6260155,3.81300775
0,1,0,1.2125,0.975,0.3,16.9813505,8.0,7.1157245,3.81300775
1,0,0,1.3875,1.0625,0.3625,22.41027975,9.0,9.87980075,5.00368675
0,0,1,1.6375,1.275,0.4375,40.1145425,10.0,16.68368075,10.56018875
0,1,0,0.9,0.675,0.225,6.30776375,6.0,2.3530085,1.5025235
0,1,0,1.8375,1.4625,0.4625,60.214338,11.0,26.988724,15.592225
0,0,1,1.175,0.9,0.3625,15.2236815,15.0,4.89028875,3.89805625
0,0,1,1.075,0.8375,0.3,12.587178,13.0,4.3941725,3.24601775
1,0,0,1.4875,1.175,0.3375,26.54930675,10.0,12.303683,5.216308
1,0,0,0.825,0.5125,0.2375,4.52174525,5.0,2.1829115,0.907184
0,1,0,1.3875,1.1125,0.325,24.45144375,9.0,11.97766375,4.3941725
1,0,0,0.925,0.7,0.2375,7.52679225,7.0,3.458639,1.474174
1,0,0,0.625,0.45,0.1625,2.28213475,4.0,0.97805775,0.52446575
0,0,1,1.5,1.1875,0.375,28.56212125,15.0,12.54465375,6.2652395
0,0,1,1.6,1.3,0.4375,35.380176,12.0,12.03436275,7.35669525
0,0,1,1.525,1.2375,0.4625,31.42542075,12.0,10.50348975,8.88756825
1,0,0,1.25,0.95,0.275,15.88989475,9.0,7.93786,3.005047
0,1,0,1.325,1.075,0.3375,24.9192105,10.0,7.93786,6.13766675
1,0,0,1.1,0.8375,0.275,11.01378075,7.0,4.9611625,2.36718325
0,1,0,1.8125,1.4375,0.6,62.652395,13.0,38.3001745,11.7083435
0,1,0,1.7125,1.275,0.45,41.23434775,9.0,17.90270925,8.80251975
0,0,1,1.5375,1.1875,0.3875,29.1149365,9.0,12.6722265,7.087375
0,1,0,1.675,1.3625,0.5,48.26502375,11.0,23.6151335,10.602713
0,0,1,1.425,1.075,0.4,22.9914445,9.0,10.98543125,4.5075705
0,0,1,1.25,0.975,0.325,18.01610725,15.0,7.10154975,4.63514325
1,0,0,1.0375,0.825,0.25,11.07047975,7.0,5.45727875,2.14038725
0,0,1,1.4125,1.2625,0.525,36.18813675,12.0,14.2030995,7.9095105
1,0,0,1.375,1.0625,0.3625,25.231055,10.0,12.26115875,4.8477645
1,0,0,0.85,0.65,0.225,5.0745605,6.0,2.154562,1.48834875
0,1,0,1.5375,1.1875,0.375,29.41260625,9.0,13.494362,6.59125875
0,1,0,1.5125,1.1125,0.35,27.839209,12.0,12.17611025,5.91087075
0,0,1,1.4625,1.125,0.425,24.62154075,22.0,9.42620875,4.63514325
1,0,0,1.4375,1.1375,0.45,24.16794875,13.0,8.54737425,5.17378375
0,0,1,1.5,1.1625,0.4,32.1199835,11.0,13.210867,8.17883075
0,0,1,1.4875,1.1375,0.4,29.48348,9.0,12.813974,7.52679225
0,1,0,1.5875,1.275,0.425,38.42774725,9.0,17.5483405,8.6465975
1,0,0,1.3,1.0,0.3625,18.71067,13.0,7.5693165,2.99087225
1,0,0,0.5625,0.4,0.1125,1.31825175,4.0,0.7087375,0.4252425
0,1,0,1.45,1.15,0.3875,40.80910525,10.0,19.03668925,7.7394135
1,0,0,1.1875,0.9375,0.275,12.927372,9.0,5.159609,2.8066005
0,1,0,1.3,1.0,0.3,23.3316385,15.0,8.448151,5.11708475
0,1,0,1.175,0.925,0.3375,15.5071765,12.0,6.293589,3.75630875
0,0,1,1.125,0.8625,0.3,11.80756675,9.0,4.69184225,2.6932025
1,0,0,1.1375,0.9125,0.3375,12.5021295,9.0,4.29494925,3.30271675
0,1,0,1.7875,1.375,0.475,56.82657275,12.0,29.66775175,11.5382465
1,0,0,0.525,0.425,0.1125,1.34660125,5.0,0.5386405,0.3118445
1,0,0,0.6875,0.5375,0.1875,3.27436725,7.0,1.37495075,0.8221355
1,0,0,0.7,0.5125,0.2,3.6003865,9.0,1.474174,1.1056305
0,0,1,1.6125,1.2875,0.4375,43.828327,10.0,19.94387325,10.3475675
0,0,1,1.575,1.225,0.5625,37.874932,10.0,19.29183475,7.3425205
0,0,1,1.5,1.15,0.375,35.0116325,8.0,17.08057375,7.767763
1,0,0,1.3,1.0,0.275,16.9246515,8.0,8.32057825,3.27436725
1,0,0,0.7625,0.55,0.175,3.9972795,5.0,1.757669,0.8788345
1,0,0,1.025,0.8125,0.25,9.19941275,6.0,3.742134,2.041164
0,1,0,1.375,1.05,0.3625,20.93610575,11.0,9.1001895,4.20990075
0,1,0,1.425,1.1,0.3625,24.99008425,10.0,10.21999475,5.54232725
0,1,0,1.55,1.175,0.3625,30.80173175,10.0,14.4865945,7.69688925
0,1,0,1.35,1.025,0.325,15.87572,7.0,6.73300625,3.01922175
0,1,0,1.5625,1.1875,0.4375,38.00250475,10.0,18.597272,8.0229085
1,0,0,1.1,0.85,0.25,10.7444605,7.0,4.89028875,2.31048425
0,1,0,1.7125,1.375,0.475,53.4388075,10.0,25.231055,11.623295
0,0,1,1.55,1.25,0.4375,33.622507,12.0,14.13222575,8.54737425
0,1,0,1.3625,1.0875,0.3625,26.60600575,11.0,10.44679075,3.52951275
1,0,0,0.9875,0.75,0.3,8.49067525,8.0,3.58621175,1.927766
0,0,1,1.3875,1.0875,0.4125,27.499015,17.0,9.525432,6.56290925
0,1,0,1.2,0.95,0.325,17.50581625,12.0,8.50485,4.025629
0,0,1,1.6,1.25,0.425,43.02036625,11.0,19.6462035,9.241937
0,1,0,1.05,0.85,0.2875,11.94931425,8.0,4.9611625,2.6365035
0,1,0,1.5375,1.175,0.375,30.83008125,9.0,14.10387625,8.0229085
0,0,1,1.4625,1.1875,0.4125,29.8520235,11.0,12.984071,6.1518415
0,1,0,1.55,1.275,0.4375,45.7844425,12.0,14.47241975,5.443104
0,0,1,1.45,1.125,0.3625,32.2333815,8.0,15.83319575,6.23689
0,1,0,1.4625,1.225,0.4625,33.1972645,10.0,14.798439,7.18659825
1,0,0,0.8625,0.6375,0.2375,5.51397775,6.0,2.62232875,1.0489315
1,0,0,1.5375,1.1875,0.325,23.88445375,8.0,10.0073735,5.42892925
1,0,0,1.275,1.0,0.3625,16.37183625,9.0,6.5487345,4.0539785
1,0,0,1.3625,0.9375,0.3,15.3937785,8.0,6.73300625,3.27436725
1,0,0,0.9375,0.7125,0.25,6.7755305,8.0,2.9766975,1.57339725
0,1,0,1.15,0.95,0.3375,13.664459,10.0,5.8683465,3.47281375
1,0,0,1.3125,1.075,0.375,20.87940675,11.0,9.14271375,4.5642695
0,0,1,1.55,1.2,0.45,34.62891425,12.0,16.499409,7.64019025
1,0,0,0.9,0.625,0.2875,13.1825175,7.0,5.953395,2.99087225
0,1,0,1.4125,1.1125,0.375,22.566202,8.0,10.30504325,5.216308
1,0,0,1.3125,1.0,0.35,17.0380495,9.0,7.44174375,3.64291075
1,0,0,1.1,0.8125,0.25,11.80756675,6.0,5.2446575,2.45223175
0,1,0,1.3875,1.025,0.3125,16.9813505,8.0,6.64795775,4.15320175
1,0,0,1.4375,1.125,0.3125,22.11261,9.0,9.28446125,5.329706
0,1,0,1.225,0.9625,0.3125,18.3988255,8.0,9.07184,3.515338
1,0,0,1.3,1.025,0.35,18.78154375,11.0,7.86698625,4.40834725
1,0,0,0.8875,0.675,0.1875,5.03203625,6.0,2.2396105,0.89300925
0,0,1,1.5,1.1625,0.375,31.25532375,8.0,15.46465225,7.427569
0,0,1,1.575,1.2375,0.4125,37.06697125,11.0,16.9813505,8.051258
1,0,0,1.3375,1.125,0.425,22.1409595,11.0,8.66077225,4.40834725
0,1,0,1.55,1.2125,0.3875,29.18581025,12.0,12.0485375,6.56290925
1,0,0,0.8,0.6,0.175,3.7704835,6.0,1.65844575,0.72291225
1,0,0,1.525,1.225,0.4,32.72949775,11.0,16.62698175,6.76135575
0,1,0,1.525,1.2,0.375,32.58775025,8.0,15.989118,7.767763
0,1,0,1.45,1.125,0.4,24.59319125,9.0,11.15552825,6.2652395
0,0,1,1.225,0.9125,0.325,19.37688325,21.0,4.6776675,3.72795925
0,0,1,1.25,0.9625,0.325,21.772416,13.0,7.44174375,2.6932025
0,0,1,1.6875,1.275,0.375,33.92017675,11.0,13.4660125,8.618248
0,1,0,1.2375,0.9375,0.3875,27.669112,9.0,12.757275,6.47786075
1,0,0,1.475,1.15,0.3625,25.55707425,11.0,11.8784405,5.06038575
0,1,0,1.5375,1.2625,0.4125,33.0838665,10.0,13.87708025,8.37727725
1,0,0,1.4,1.05,0.35,23.7285315,8.0,11.736693,6.066793
0,0,1,1.6,1.275,0.4125,42.127357,8.0,21.53144525,9.412034
0,0,1,1.6125,1.25,0.4,35.33765175,10.0,15.52135125,9.2702865
1,0,0,1.05,0.8,0.275,10.27669375,7.0,4.932813,1.80019325
0,0,1,1.4875,1.2375,0.5875,38.725417,13.0,14.35902175,6.2085405
0,1,0,1.425,1.15,0.375,29.41260625,9.0,15.35125425,5.76912325
0,1,0,1.1375,0.85,0.3375,13.097469,9.0,4.74854125,4.479221
0,0,1,0.8125,0.65,0.225,5.42892925,7.0,2.4097075,1.020582
1,0,0,0.5,0.3875,0.1,1.23320325,4.0,0.43941725,0.2551455
0,1,0,1.3375,1.05,0.3125,21.659018,11.0,8.845044,4.26659975
0,1,0,1.25,0.9375,0.325,20.4399895,14.0,8.66077225,4.89028875
1,0,0,0.9125,0.6875,0.225,6.64795775,7.0,3.061746,1.4458245
0,1,0,1.425,1.0875,0.425,24.7491135,10.0,10.829509,5.1879585
0,0,1,1.1125,0.8375,0.35,12.94154675,11.0,5.06038575,3.231843
1,0,0,0.8125,0.6125,0.1875,4.23825025,5.0,1.71514475,0.9355335
1,0,0,1.375,1.0625,0.3375,18.597272,10.0,7.2858215,4.819415
0,0,1,1.875,1.4125,0.5375,54.941331,11.0,21.92833825,13.67863375
1,0,0,1.1,0.85,0.2625,10.4609655,5.0,4.649318,2.26796
1,0,0,0.925,0.6875,0.35,6.27941425,6.0,2.7499015,1.28990225
0,0,1,1.6125,1.3,0.45,36.4291075,9.0,16.37183625,9.979024
0,1,0,1.5125,1.225,0.4125,31.87901275,11.0,13.947954,6.293589
0,0,1,0.9,0.6625,0.225,5.85417175,8.0,2.211261,1.6159215
0,0,1,1.4125,1.125,0.4875,28.44872325,15.0,11.509897,7.10154975
1,0,0,1.1125,0.8125,0.25,10.716111,7.0,5.08873525,2.83495
1,0,0,1.25,0.9875,0.35,17.61921425,9.0,8.29222875,3.41611475
0,1,0,1.25,0.95,0.3125,16.3576615,9.0,7.6260155,3.58621175
0,0,1,1.775,1.35,0.5125,44.80638475,10.0,22.736299,8.1363065
0,1,0,1.9125,1.5,0.55,65.260549,12.0,28.5479465,14.4298955
1,0,0,1.275,0.975,0.3125,16.9246515,8.0,8.3064035,3.58621175
0,0,1,1.3625,1.0375,0.4,21.87163925,10.0,7.711064,4.12485225
0,1,0,1.5375,1.2625,0.4125,37.98833,12.0,15.06775925,7.98038425
1,0,0,0.9375,0.7,0.2125,6.08096775,7.0,2.42388225,1.37495075
0,0,1,0.9875,0.75,0.2625,9.56795625,12.0,4.06815325,2.14038725
0,0,1,1.4375,1.1125,0.35,26.6768795,9.0,10.90038275,7.144074
0,0,1,1.4875,1.1,0.3375,27.328918,10.0,14.18892475,4.86193925
0,0,1,1.4125,1.125,0.4625,26.32251075,12.0,8.561549,5.11708475
0,1,0,1.1375,0.875,0.2625,11.3681495,9.0,4.46504625,2.3530085
0,0,1,1.075,0.8125,0.2875,10.95708175,11.0,4.18155125,3.01922175
0,1,0,1.225,0.975,0.375,16.2442635,21.0,6.3786375,3.515338
0,0,1,1.125,0.9,0.3125,14.35902175,10.0,6.293589,2.9766975
0,0,1,1.15,0.825,0.375,15.09610875,10.0,5.91087075,5.11708475
0,1,0,1.525,1.125,0.375,24.6924145,10.0,11.5382465,5.20213325
0,1,0,0.7125,0.525,0.1875,3.35941575,7.0,1.5592225,0.80796075
0,1,0,1.25,0.95,0.3875,18.71067,19.0,7.52679225,3.86970675
0,1,0,1.5625,1.2,0.45,34.6714385,10.0,16.0174675,8.43397625
0,1,0,1.125,0.8875,0.2875,13.5794105,8.0,6.02426875,2.96252275
1,0,0,1.375,1.1125,0.3625,22.1976585,11.0,8.63242275,4.4508715
0,1,0,1.2875,1.0875,0.3625,24.99008425,10.0,8.278054,5.839997
0,0,1,1.375,1.0375,0.3375,21.9708625,23.0,8.561549,5.0745605
0,1,0,1.225,0.9875,0.35,15.5638755,11.0,6.27941425,3.61456125
1,0,0,1.55,1.225,0.4,30.220567,11.0,12.643877,6.973977
1,0,0,1.4375,1.125,0.3625,24.720764,9.0,13.25339125,5.10291
0,1,0,1.6125,1.2875,0.4,33.57998275,9.0,14.344847,8.8166945
0,0,1,1.625,1.25,0.4125,32.44600275,12.0,13.7495075,6.180191
0,0,1,1.425,1.1125,0.375,28.2077525,9.0,14.288148,5.2446575
0,1,0,1.5125,1.225,0.3875,32.6869735,15.0,14.2597985,7.10154975
0,0,1,0.7625,0.5625,0.175,4.20990075,7.0,1.65844575,0.94970825
0,1,0,1.75,1.325,0.475,37.37881575,18.0,15.535526,6.6054335
0,1,0,1.4875,1.175,0.3875,34.06192425,10.0,13.947954,10.95708175
1,0,0,0.6,0.4375,0.1625,1.88524175,3.0,0.8788345,0.38271825
0,1,0,1.775,1.375,0.5,53.99162275,13.0,25.004259,12.47378
0,1,0,1.5625,1.175,0.45,32.205032,11.0,12.7856245,9.19941275
0,0,1,1.5375,1.2125,0.4,32.81454625,10.0,14.18892475,7.07320025
1,0,0,0.9375,0.6875,0.225,6.747181,6.0,3.04757125,1.54504775
0,0,1,1.7,1.25,0.4625,49.3564795,12.0,21.72989175,9.22776225
1,0,0,1.475,1.1125,0.3375,21.87163925,9.0,9.298636,4.94698775
0,1,0,1.4375,1.125,0.325,22.2543575,9.0,9.015141,5.4714535
1,0,0,1.325,0.9875,0.325,16.3009625,9.0,7.0023265,3.2601925
0,0,1,1.45,1.15,0.375,31.62386725,7.0,15.80484625,6.39281225
1,0,0,1.175,0.95,0.3125,13.73533275,6.0,5.9817445,3.04757125
1,0,0,1.225,0.9375,0.3125,15.43630275,8.0,7.9095105,3.2601925
0,0,1,1.225,1.0,0.2875,16.1308655,9.0,7.257472,3.75630875
0,0,1,1.3625,1.075,0.4125,22.736299,11.0,8.32057825,5.1879585
0,0,1,1.2625,0.95,0.3625,18.4555245,12.0,8.32057825,5.386405
1,0,0,1.025,0.775,0.225,9.6104805,7.0,4.3941725,1.97029025
0,1,0,1.375,1.125,0.4375,31.14192575,14.0,10.67358675,6.0951425
0,0,1,1.4625,1.1875,0.4625,27.17299575,11.0,11.75086775,4.57844425
0,1,0,1.025,0.8375,0.2875,12.48795475,8.0,5.386405,2.4097075
0,0,1,1.675,1.3625,0.4375,48.3925965,13.0,19.83047525,10.9712565
0,0,1,1.5625,1.225,0.275,32.205032,9.0,14.92601175,5.42892925
1,0,0,1.2875,0.9625,0.3125,17.33571925,8.0,9.00096625,3.58621175
0,0,1,1.5375,1.1875,0.3875,28.462898,10.0,12.68640125,5.4714535
1,0,0,1.025,0.8375,0.2625,9.36950975,7.0,3.98310475,1.814368
1,0,0,0.975,0.75,0.2625,7.3425205,8.0,2.70737725,1.077281
0,1,0,1.3125,1.0,0.325,17.633389,9.0,7.52679225,4.1673765
0,1,0,1.55,1.25,0.5,34.6147395,12.0,13.05494475,7.4559185
1,0,0,1.2875,0.9,0.3125,13.39513875,9.0,5.14543425,3.5436875
1,0,0,0.7875,0.6,0.2125,4.86193925,7.0,2.0128145,0.97805775
0,1,0,1.475,1.25,0.4125,31.31202275,15.0,12.94154675,6.87475375
0,1,0,1.175,0.9375,0.3,15.77649675,12.0,6.406987,3.458639
0,0,1,1.6875,1.3,0.4375,42.354153,9.0,20.87940675,8.66077225
1,0,0,1.4,1.1125,0.4125,29.15746075,11.0,12.85649825,7.1724235
0,0,1,1.8,1.4875,0.5625,55.8201655,16.0,22.80717275,11.9918385
0,0,1,1.575,1.2625,0.4125,30.1922175,12.0,13.02659525,6.123492
0,1,0,1.5,1.1875,0.475,30.83008125,14.0,11.4248485,7.52679225
0,0,1,1.6,1.25,0.45,42.51007525,11.0,16.8112535,8.901743
0,1,0,1.375,0.9625,0.325,20.62426125,8.0,9.7238785,4.60679375
1,0,0,0.7625,0.6125,0.1875,4.422522,7.0,1.91359125,1.077281
0,1,0,1.2875,1.0625,0.3625,26.54930675,8.0,14.0897015,5.1312595
0,1,0,1.575,1.2875,0.3875,35.6920205,13.0,11.63746975,5.5848515
0,1,0,1.5375,1.2375,0.5,34.5580405,10.0,15.989118,6.4353365
0,0,1,1.325,1.025,0.325,19.74542675,10.0,8.561549,5.48562825
1,0,0,1.325,1.0625,0.325,21.75824125,9.0,11.8784405,3.41611475
0,0,1,1.325,0.9875,0.3625,21.9708625,7.0,8.731646,4.7910655
0,1,0,1.3125,1.0625,0.3,19.901349,12.0,9.45455825,4.15320175
0,1,0,1.0625,0.7875,0.3125,9.99319875,18.0,3.21766825,1.60174675
0,0,1,1.6375,1.15,0.4,42.354153,9.0,19.54698025,9.3836845
0,0,1,1.1625,0.8875,0.2875,13.33843975,7.0,5.54232725,3.345241
1,0,0,0.8625,0.7125,0.25,6.30776375,8.0,2.45223175,1.644271
0,1,0,1.4625,1.1625,0.375,27.78251,9.0,12.23280925,7.21494775
1,0,0,1.1125,0.8625,0.325,11.55242125,11.0,3.86970675,1.82854275
0,0,1,1.4375,1.15,0.475,28.179403,13.0,11.113004,6.87475375
0,0,1,1.25,0.95,0.35,18.01610725,8.0,7.8528115,4.0539785
0,0,1,1.3125,1.0,0.325,19.83047525,9.0,8.83086925,3.7137845
0,0,1,1.55,1.2125,0.55,42.8360945,17.0,14.44407025,8.051258
1,0,0,0.9375,0.7125,0.225,7.2858215,7.0,2.96252275,1.757669
0,1,0,1.45,1.175,0.4125,28.27862625,10.0,11.15552825,6.860579
0,1,0,0.9125,0.7375,0.2,7.24329725,7.0,2.7499015,1.2190285
0,1,0,1.4625,1.275,0.4,34.529691,11.0,18.1153305,6.8322295
0,1,0,1.5375,1.2,0.4375,31.694741,9.0,12.643877,9.05766525
0,0,1,1.5625,1.3125,0.5375,44.69298675,16.0,14.50076925,7.35669525
1,0,0,1.3,0.95,0.3125,15.71979775,8.0,8.164656,3.67126025
0,1,0,1.575,1.3125,0.4875,37.23706825,10.0,13.99047825,7.27164675
0,1,0,1.625,1.2375,0.4,36.967748,9.0,16.159215,8.845044
0,0,1,1.175,0.9375,0.3,17.05222425,8.0,7.83863675,4.12485225
1,0,0,1.2875,1.0,0.3375,19.74542675,9.0,9.07184,3.55786225
0,1,0,1.725,1.375,0.45,47.95317925,11.0,18.86659225,11.396499
0,1,0,1.375,1.075,0.4,26.35086025,13.0,8.9867915,4.91863825
0,0,1,1.3375,1.0875,0.4,22.97726975,10.0,8.94426725,5.08873525
0,1,0,1.4125,1.1,0.4625,25.7696955,15.0,9.752228,6.59125875
0,0,1,1.4125,1.15,0.375,24.84833675,10.0,9.79475225,5.45727875
0,0,1,1.5,1.175,0.375,26.138239,10.0,10.2908685,5.499803
1,0,0,1.1,0.8125,0.225,9.922325,7.0,4.195726,1.8994165
0,1,0,1.3875,1.0,0.325,20.05727125,7.0,9.412034,4.49339575
0,1,0,1.425,1.15,0.35,27.03124825,12.0,12.65805175,5.85417175
0,1,0,1.3625,1.05,0.3,22.29688175,7.0,11.4248485,5.2446575
0,1,0,1.0625,0.8125,0.2375,10.73028575,7.0,4.83358975,2.26796
1,0,0,1.4375,1.0625,0.3375,22.58037675,10.0,10.319218,5.556502
0,0,1,1.375,1.0625,0.3375,24.13959925,14.0,10.262519,5.556502
0,1,0,1.7375,1.35,0.4875,47.9390045,11.0,21.772416,10.2908685
1,0,0,1.0875,0.8125,0.275,10.4042665,6.0,4.52174525,2.26796
0,1,0,1.075,0.825,0.2375,9.63883,14.0,3.72795925,2.4097075
0,0,1,1.6,1.25,0.375,30.34813975,8.0,10.5176645,7.66853975
1,0,0,1.05,0.8,0.2875,11.5949455,8.0,5.82582225,2.65067825
0,1,0,1.0375,0.7875,0.3,11.38232425,8.0,5.6415505,2.4664065
1,0,0,0.8,0.6375,0.25,4.97533725,7.0,2.0695135,1.17650425
1,0,0,0.9875,0.75,0.225,7.1724235,6.0,3.27436725,1.417475
1,0,0,0.7,0.525,0.1625,3.1467945,6.0,1.20485375,0.80796075
0,0,1,1.275,0.925,0.525,33.5374585,9.0,14.401546,8.278054
0,1,0,1.35,1.0375,0.425,24.9192105,10.0,9.6104805,5.896696
1,0,0,1.15,0.875,0.2625,10.50348975,9.0,4.46504625,2.1829115
0,1,0,1.425,1.125,0.4,24.42309425,12.0,10.56018875,6.16601625
0,1,0,1.25,1.0125,0.3875,21.885814,12.0,9.808927,4.35164825
1,0,0,1.2875,0.975,0.35,15.74814725,12.0,5.6699,3.21766825
1,0,0,0.6875,0.4875,0.1625,3.005047,6.0,1.530873,0.56699
1,0,0,1.1625,0.8125,0.35,21.58814425,10.0,10.262519,4.35164825
0,0,1,1.625,1.2625,0.4125,32.88542,11.0,13.56523575,7.767763
0,0,1,1.45,1.0875,0.35,27.0170735,9.0,13.4660125,6.13766675
0,1,0,1.6,1.25,0.425,41.23434775,9.0,18.200379,10.13494625
0,0,1,1.675,1.375,0.3875,44.395317,10.0,24.323871,9.6104805
1,0,0,0.85,0.625,0.1875,5.00368675,7.0,2.22543575,1.14815475
0,0,1,1.2375,0.95,0.3,16.2442635,7.0,7.52679225,3.64291075
0,0,1,1.6625,1.2875,0.4625,38.00250475,11.0,15.86154525,8.3064035
0,0,1,0.9375,0.675,0.3375,16.9246515,7.0,7.711064,3.7137845
1,0,0,1.4375,1.125,0.425,26.40755925,13.0,10.149121,6.08096775
1,0,0,1.0,0.6625,0.25,7.86698625,9.0,3.52951275,1.71514475
0,1,0,1.4875,1.1375,0.375,29.596878,9.0,14.685041,6.25106475
1,0,0,1.1125,0.85,0.3625,12.303683,7.0,5.51397775,2.56562975
1,0,0,1.275,1.0125,0.3375,21.8007655,7.0,10.36174225,4.49339575
1,0,0,1.0125,0.75,0.2625,8.618248,6.0,4.12485225,1.7293195
0,1,0,0.875,0.6875,0.275,8.29222875,8.0,3.47281375,1.80019325
0,1,0,1.3625,1.025,0.35,17.7184375,13.0,6.3219385,4.53592
0,0,1,1.25,1.0,0.35,18.75319425,8.0,7.27164675,4.97533725
0,0,1,1.75,1.3125,0.475,45.40172425,10.0,20.0430965,10.3475675
0,1,0,0.85,0.6875,0.225,5.85417175,10.0,2.05533875,1.2190285
1,0,0,0.6375,0.4875,0.175,2.08368825,6.0,0.72291225,0.56699
1,0,0,0.7375,0.5375,0.2125,3.628736,6.0,1.3891255,0.963883
1,0,0,1.5,1.1125,0.3375,26.09571475,9.0,12.6155275,5.76912325
0,1,0,1.375,1.125,0.325,26.08154,11.0,10.716111,6.76135575
0,0,1,1.1,0.825,0.2875,11.35397475,8.0,4.0539785,3.2034935
1,0,0,1.1625,0.925,0.275,12.6155275,7.0,4.63514325,2.721552
0,1,0,1.1875,0.925,0.3125,14.44407025,9.0,6.13766675,3.18931875
1,0,0,0.9625,0.75,0.225,7.0023265,5.0,3.47281375,1.247378
0,1,0,1.675,1.35,0.4375,42.013959,10.0,20.9502805,8.29222875
0,1,0,0.825,0.5875,0.225,4.6209685,10.0,1.74349425,0.963883
0,1,0,1.025,0.8125,0.25,10.07824725,9.0,4.139027,2.041164
1,0,0,1.025,0.7625,0.225,10.02154825,7.0,4.4508715,2.11203775
0,0,1,1.45,1.1375,0.4125,32.21920675,13.0,10.4609655,8.51902475
0,0,1,1.575,1.25,0.4375,31.48211975,10.0,13.2392165,7.597666
0,1,0,1.525,1.25,0.4125,36.04638925,12.0,13.93377925,5.2446575
0,1,0,0.9625,0.6375,0.25,9.00096625,8.0,3.8838815,1.927766
0,0,1,1.425,1.125,0.375,27.34309275,9.0,15.0535845,5.3580555
0,1,0,1.4125,1.1625,0.375,31.99241075,16.0,10.6877615,9.99319875
1,0,0,1.45,1.1125,0.425,33.395711,20.0,11.15552825,6.13766675
0,1,0,1.15,0.9375,0.3375,13.99047825,12.0,5.273007,2.39553275
1,0,0,1.3625,1.075,0.35,21.885814,8.0,8.1930055,5.386405
1,0,0,1.45,1.225,0.4875,37.32211675,18.0,15.03940975,7.200773
0,0,1,1.275,1.0,0.3,19.85882475,10.0,9.8372765,3.13261975
1,0,0,0.7875,0.5875,0.1375,4.2807745,6.0,1.8427175,0.7654365
0,1,0,1.4375,1.1625,0.3,29.86619825,9.0,14.628342,6.19436575
0,1,0,1.4375,1.1375,0.4625,32.772022,13.0,15.66309875,6.8889285
0,0,1,1.3,1.0125,0.2875,21.999212,8.0,9.07184,5.23048275
0,0,1,1.275,0.95,0.325,16.556108,13.0,6.350288,3.84135725
0,1,0,1.5,1.15,0.375,35.3518265,9.0,15.12445825,7.75358825
0,1,0,1.375,1.0875,0.275,22.849697,9.0,9.68135425,5.7549485
0,0,1,1.6125,1.275,0.45,45.91201525,12.0,22.15513425,9.128539
0,0,1,1.275,1.0,0.3125,15.4504775,6.0,7.3992195,3.2601925
0,1,0,1.5375,1.2375,0.3875,36.47163175,11.0,12.3320325,8.3064035
1,0,0,1.675,1.2125,0.4375,35.62114675,9.0,15.18115725,9.128539
0,0,1,1.575,1.25,0.45,33.92017675,8.0,14.571643,6.59125875
0,1,0,1.4625,1.1375,0.3875,32.1199835,12.0,15.63474925,6.3219385
0,0,1,1.375,1.1,0.3125,21.6873675,9.0,9.355335,6.02426875
1,0,0,1.1875,0.9,0.275,13.947954,8.0,5.9817445,3.118445
0,0,1,1.55,1.2,0.425,31.31202275,10.0,15.1669825,7.087375
0,0,1,1.6125,1.3125,0.475,51.27007075,18.0,19.94387325,11.01378075
0,0,1,1.8625,1.4625,0.475,55.735117,18.0,23.91280325,12.3887315
1,0,0,0.8,0.575,0.15,3.6570855,7.0,1.74349425,0.77961125
0,0,1,1.5,1.125,0.375,27.28639375,9.0,12.40290625,6.30776375
0,0,1,1.2625,1.025,0.375,18.257078,11.0,8.0796075,4.1106775
0,0,1,1.2375,0.9625,0.325,19.57532975,10.0,8.85921875,5.0745605
0,1,0,1.4875,1.15,0.3875,29.199985,10.0,12.11941125,5.8683465
0,1,0,1.4625,1.15,0.4625,26.138239,10.0,10.30504325,6.0384435
0,0,1,1.2625,1.025,0.3375,18.6256215,15.0,8.2497045,3.7704835
1,0,0,1.4,1.1375,0.3625,27.612413,9.0,15.5071765,4.57844425
0,0,1,1.6875,1.425,0.5625,44.9906565,10.0,20.9502805,8.49067525
1,0,0,0.975,0.725,0.225,7.44174375,7.0,3.3168915,1.530873
0,0,1,1.475,1.1125,0.325,32.10580875,13.0,10.84368375,6.633783
0,1,0,1.4375,1.125,0.4,27.0737725,16.0,12.47378,4.77689075
0,0,1,1.225,0.975,0.3375,16.40018575,13.0,6.98815175,3.4869885
0,1,0,1.65,1.3375,0.5,50.7739545,15.0,20.7801835,9.015141
0,1,0,1.3875,1.0875,0.3625,26.09571475,8.0,11.453198,6.44951125
